Node_for_0_None,Act_for_0_None,Frequency_for_0_None,0_output_weights,output_0_None_compScore,Node_for_1_None,Act_for_1_None,Frequency_for_1_None,1_output_weights,output_1_None_compScore
55,0.1330335253180115,0.04081632653061224,0.2686735068673507,0.07408666252089958,79,0.21645279671043346,0.4260485651214128,0.34192803419280343,0.22478656883963824
100,0.03681318084808886,0.12018140589569161,0.9517065951706596,0.07262071331434893,16,0.0770692598563532,0.2141280353200883,0.9056984905698491,0.2120006924385735
105,0.3794020957924261,0.2675736961451247,0.08740893874089388,0.0687400209436585,102,0.11741259311790958,0.2185430463576159,0.5571805557180557,0.19869323430188363
75,0.1998705555704862,0.5600907029478458,0.15124996512499653,0.06266112531885525,74,0.17294329985525211,0.22958057395143489,0.3751372375137238,0.1970454289336605
85,0.2072596007075848,0.26303854875283444,0.1381736838173684,0.05936002575387599,77,0.0685518196481103,0.22958057395143489,0.9191961919196192,0.1913813664041262
34,0.27315650536519076,0.21768707482993196,0.09547928954792896,0.05405984720997594,0,0.07203372920555533,0.27593818984547464,0.8603972860397286,0.18823803385415544
86,0.41107855267312315,0.5056689342403629,0.061253792125379215,0.05219295504797252,17,0.1938871895917435,0.47019867549668876,0.29677286967728694,0.17476149812685773
121,0.12158780892416804,0.6258503401360545,0.20282604028260404,0.051117291192723464,11,0.3143098507531509,0.2869757174392936,0.1673775767377577,0.15978194947285357
8,0.22807584941882328,0.4217687074829932,0.10729135072913508,0.05072220219718621,12,0.25418243700725335,0.4282560706401766,0.20229890022989003,0.15617499772829552
23,0.1730535182399192,0.18594104308390022,0.13377048337704836,0.04798381971142659,19,0.29707982204540107,0.5982339955849889,0.17132731713273172,0.15458673212821317
94,0.1767484912859845,0.11337868480725624,0.12264804226480423,0.044933518053358434,122,0.046701355926800886,0.3576158940397351,0.9309544930954493,0.132047562737127
116,0.11780521576384426,0.4852607709750567,0.1762487176248718,0.04303725585237902,39,0.22041020914239426,0.8410596026490066,0.18697341869734185,0.12516532254250726
60,0.23385101071229925,0.3854875283446712,0.08327899232789923,0.04036721614328298,99,0.4439185469812517,0.6445916114790287,0.0895983989598399,0.12080251801814244
62,0.15209699221648584,0.19047619047619047,0.12096474809647481,0.038135859451040685,38,0.12178230442466989,0.2582781456953642,0.30981019098101914,0.11459148155367435
82,0.26739853859600127,0.2766439909297052,0.06389573638957365,0.035414816532932464,37,0.1458301948810493,0.19205298013245034,0.25849662584966254,0.11449190513875108
98,0.13059214985167888,0.2766439909297052,0.12642334264233426,0.034221451608950376,110,0.23258315526931017,0.5717439293598234,0.1601129960112996,0.11310382419684685
92,0.12972954816160637,0.2494331065759637,0.12388743238874324,0.033313498591049415,3,0.40986319197214205,0.282560706401766,0.08421564842156484,0.1048344840449697
126,0.1528332161922781,0.11564625850340136,0.09852478985247899,0.03121169517724844,40,0.08978611484402907,0.1368653421633554,0.3788200978820098,0.10330340550610988
120,0.17737269367030367,0.024943310657596373,0.08188579318857933,0.030105747085375206,18,0.1983193759133643,0.5209713024282561,0.16313196631319665,0.09825997863093541
20,0.19492697471152878,0.16780045351473924,0.07071823707182372,0.028573106200804,89,0.09841164751863575,0.2163355408388521,0.3129384812938481,0.09353581189264515
44,0.4357873161153433,0.3945578231292517,0.031158480115848014,0.02814523880231606,42,0.2930522389182813,0.282560706401766,0.08700919870091987,0.07744308768089998
64,0.09084379594107088,0.08843537414965986,0.14054100405410042,0.026463812580631636,114,0.2168862340913175,0.3995584988962472,0.11741737674173768,0.07734581297496777
0,0.09030593109063798,0.3219954648526077,0.1380362938036294,0.025838283089029957,76,0.2773199160240998,0.25165562913907286,0.07093921709392172,0.05975027362214821
90,0.15559820717422398,0.5827664399092971,0.06855199685519968,0.022109493102643867,41,0.20279816498966838,0.06181015452538632,0.09648007964800798,0.05942567474203918
111,0.1020581146335043,0.2675736961451247,0.09845021984502199,0.020826597249907305,28,0.14694611677835878,0.31788079470198677,0.13024141302414133,0.05812723440315427
58,0.1458699863950841,0.528344671201814,0.06370965637096565,0.019263060661514213,53,0.20125329246251755,0.6114790286975718,0.09307444930744493,0.05689130771298835
16,0.08152838779537966,0.17913832199546487,0.11173556117355612,0.018882276637227517,69,0.1507798542524292,0.2869757174392936,0.12346757734675774,0.05654167800580499
32,0.09998177231911529,0.09750566893424037,0.08646155264615527,0.01791834723150916,119,0.14116265455703556,0.09933774834437085,0.12394811239481125,0.053141300834460024
61,0.1799522628181933,0.5827664399092971,0.04565105456510546,0.01702794401802019,88,0.13726285762011514,0.02207505518763797,0.12573198257319826,0.05241688966008294
29,0.11646994366901871,0.3492063492063492,0.0690336869033687,0.016665909574637858,81,0.1800455708689768,0.4370860927152318,0.09524581952458196,0.05208357811561953
112,0.0886740834619307,0.19047619047619047,0.08997670899767089,0.016537920495426163,43,0.14210911316288122,0.19205298013245034,0.10268051426805144,0.044318230469324156
71,0.21294574759945598,0.8798185941043084,0.036723676672367665,0.016209484898002644,87,0.1673318625098018,0.2671081677704194,0.08662930866293088,0.04402668038820354
77,0.09180851069083444,0.2925170068027211,0.08298600829860084,0.01579217342639274,84,0.1843801782559547,0.4746136865342163,0.07635799763579977,0.04276034583167422
59,0.15635286577724922,0.1383219954648526,0.04778051877805188,0.015484985170460631,7,0.12331596693619916,0.6512141280353201,0.11256407125640712,0.04215912147409207
124,0.07952282689347906,0.3333333333333333,0.08764517876451787,0.014446875442041256,95,0.14805222716294603,0.03090507726269316,0.08865631486563148,0.039865486409204884
80,0.0926328570494745,0.1927437641723356,0.06787780678778069,0.013033076594063123,103,0.12223973118120617,0.5717439293598234,0.10655154065515408,0.03955893281729497
15,0.14133528999153264,0.3945578231292517,0.03890928989092899,0.011398770410237721,101,0.16228501709643608,0.445916114790287,0.07127440712744071,0.03513051256518706
78,0.13847075124792813,0.3356009070294785,0.029192837919283794,0.00837892786646917,91,0.1286728096331235,0.0728476821192053,0.0894578489457849,0.034960503807072524
97,0.10976933280160725,0.05215419501133787,0.03308898530889853,0.007528675197195555,33,0.1867060263067123,0.1434878587196468,0.05775631077563108,0.03275142703951886
50,0.18155444284530026,0.4988662131519274,0.0199292319929232,0.0074998319292353035,57,0.09292691513258602,0.1986754966887417,0.11125175112517512,0.03139936195068066
72,0.05460828886648004,0.1836734693877551,0.06404877640487765,0.007249757714919435,45,0.11951026362129502,0.26269315673289184,0.08648378864837887,0.03139152096568974
108,0.2696259233335515,0.1360544217687075,0.007511676151167617,0.004198098155508309,26,0.0921394817525352,0.06622516556291391,0.10449255544925555,0.029241763665814113
122,0.02406814063936477,0.3741496598639456,0.05705130570513058,0.0028461790402707376,96,0.07248185806541771,0.1368653421633554,0.13199110319911034,0.02905670899635057
9,0.06547258392629894,0.024943310657596373,0.011413128141312815,0.0015488817461687045,47,0.12419984915343811,0.4282560706401766,0.06632087663208767,0.025017492239662324
70,0.11771732006959375,0.23809523809523808,0.005036235503623551,0.0012288545560090274,109,0.07460970291407112,0.3487858719646799,0.07367119736711975,0.016694195166561388
106,0.17180414512816228,0.17006802721088435,8.061528806152881e-05,2.8708145272395903e-05,100,0.05494253207334809,0.12362030905077263,0.062017686201768625,0.010348959250437922
21,0.2213628876699837,0.3900226757369615,0.0,0.0,4,0.07123416935998661,0.10375275938189846,0.0,0.0
