Node_for_0_eyes,Act_for_0_eyes,Frequency_for_0_eyes,0_output_weights_x,output_0_eyes_compScore,Node_for_0_mouth,Act_for_0_mouth,Frequency_for_0_mouth,0_output_weights_y,output_0_mouth_compScore,Node_for_0_forehead,Act_for_0_forehead,Frequency_for_0_forehead,0_output_weights_x,output_0_forehead_compScore,Node_for_0_nose,Act_for_0_nose,Frequency_for_0_nose,0_output_weights_y,output_0_nose_compScore
,,,,,,,,,,0,0.31365194255105117,0.9138276553106213,0.1380362938036294,0.07893336726038429,,,,,
,,,,,,,,,,23,0.32001010898343196,0.4408817635270541,0.13377048337704836,0.0780446886292842,,,,,
,,,,,,,,,,105,0.4486619312553562,0.008016032064128256,0.08740893874089388,0.07149808781789309,,,,,
,,,,,,,,,,34,0.4041758915359236,0.843687374749499,0.09547928954792896,0.07035564387549806,,,,,
,,,,,,,,,,117,0.19718711954708484,0.06813627254509018,0.1878618487861849,0.06753618013372231,,,,,
,,,,,,,,,,67,0.13711137296022977,0.05811623246492986,0.2656098565609857,0.06639525223590435,,,,,
,,,,,,,,,,110,0.040584409322794,0.03206412825651302,0.8502972850297286,0.06291430161759431,,,,,
,,,,,,,,,,92,0.2749606384809192,0.6012024048096193,0.12388743238874324,0.06210365176004658,,,,,
,,,,,,,,,,89,0.047771714667632866,0.04609218436873747,0.691781469178147,0.06025028591644961,,,,,
,,,,,,,,,,4,0.03352791632884687,0.02404809619238477,0.9822322982232299,0.06003992387040932,,,,,
,,,,,,,,,,6,0.034423139461653124,0.02404809619238477,0.9222325922232594,0.05787757159862102,,,,,
,,,,,,,,,,86,0.498861919780294,0.5410821643286573,0.061253792125379215,0.05570994019133345,,,,,
,,,,,,,,,,120,0.3550655342498112,0.38276553106212424,0.08188579318857933,0.053007391894747805,,,,,
,,,,,,,,,,39,0.07126582090842432,0.44889779559118237,0.4065351006535101,0.05282003677903925,,,,,
,,,,,,,,,,85,0.1992352726052341,0.20841683366733466,0.1381736838173684,0.05018927508231006,,,,,
,,,,,,,,,,26,0.030029883372571498,0.004008016032064128,0.9136214913621492,0.050019495920761055,,,,,
,,,,,,,,,,12,0.032690765468357176,0.07014028056112225,0.8027399402739941,0.04784310086055867,,,,,
,,,,,,,,,,20,0.3362553104314566,0.9298597194388778,0.07071823707182372,0.04335307785150528,,,,,
,,,,,,,,,,94,0.18000219176565085,0.018036072144288578,0.12264804226480423,0.040249248102694736,,,,,
,,,,,,,,,,116,0.12513057602870492,0.006012024048096192,0.1762487176248718,0.04020765712352248,,,,,
,,,,,,,,,,44,0.6958175973996983,0.8897795591182365,0.031158480115848014,0.03952674310446969,,,,,
,,,,,,,,,,35,0.1104502336766698,0.08016032064128256,0.18390806839080684,0.037032819651835455,,,,,
,,,,,,,,,,62,0.1646832848245448,0.01603206412825651,0.12096474809647481,0.036318483377287616,,,,,
,,,,,,,,,,49,0.12986745555696183,0.27054108216432865,0.14303727430372745,0.03386639079306571,,,,,
,,,,,,,,,,125,0.0818410364115306,0.21643286573146292,0.21574095157409517,0.03219015505699921,,,,,
,,,,,,,,,,19,0.020937553600786585,0.012024048096192385,0.8384072838407285,0.03200371078298554,,,,,
,,,,,,,,,,126,0.17211925386669344,0.008016032064128256,0.09852478985247899,0.030916785307549953,,,,,
,,,,,,,,,,29,0.22708147124923428,0.9118236472945892,0.0690336869033687,0.02857999352175214,,,,,
,,,,,,,,,,27,0.0162130272499133,0.006012024048096192,0.898380789838079,0.026554854587972486,,,,,
,,,,,,,,,,93,0.07789786496982226,0.1843687374749499,0.17382560738256075,0.024686451539875278,,,,,
,,,,,,,,,,2,0.03811985889843909,0.2725450901803607,0.35269719526971954,0.024511655752477244,,,,,
,,,,,,,,,,59,0.2789155196252174,0.8717434869739479,0.04778051877805188,0.024296454285305896,,,,,
,,,,,,,,,,98,0.10287883887761595,0.7635270541082164,0.12642334264233426,0.023712245413485884,,,,,
,,,,,,,,,,30,0.15378428702420802,0.7975951903807615,0.07877374787737479,0.022085784506572195,,,,,
,,,,,,,,,,111,0.10781826362693582,0.04408817635270541,0.09845021984502199,0.019352112580039358,,,,,
,,,,,,,,,,121,0.04780609332367581,0.006012024048096192,0.20282604028260404,0.017677723031549998,,,,,
,,,,,,,,,,60,0.10343309632899246,0.1903807615230461,0.08327899232789923,0.01570414676980087,,,,,
,,,,,,,,,,48,0.08168583926554986,0.0,0.09647387964738798,0.014367323726594052,,,,,
,,,,,,,,,,72,0.11629828716267322,0.40681362725450904,0.06404877640487765,0.013580117074446377,,,,,
,,,,,,,,,,32,0.07635244777021213,0.08817635270541083,0.08646155264615527,0.012035533691062436,,,,,
,,,,,,,,,,8,0.05812720146696509,0.33867735470941884,0.10729135072913508,0.011370079082292985,,,,,
,,,,,,,,,,122,0.10752157539876521,0.8376753507014028,0.05705130570513058,0.011183572706766277,,,,,
,,,,,,,,,,80,0.08290973547667868,0.002004008016032064,0.06787780678778069,0.010260125877709799,,,,,
,,,,,,,,,,90,0.0814035683384111,0.5831663326653307,0.06855199685519968,0.010173793320643491,,,,,
,,,,,,,,,,77,0.05646936254098215,0.5991983967935872,0.08298600829860084,0.008543525470264633,,,,,
,,,,,,,,,,61,0.09693098572959472,0.5691382765531062,0.04565105456510546,0.008067385345419021,,,,,
,,,,,,,,,,58,0.05223703379021827,0.38276553106212424,0.06370965637096565,0.0060674070095078315,,,,,
,,,,,,,,,,24,0.20308950656394695,0.002004008016032064,0.015680791568079156,0.005805970498120964,,,,,
,,,,,,,,,,9,0.2363598716041628,0.008016032064128256,0.011413128141312815,0.004918105004070193,,,,,
,,,,,,,,,,78,0.07468304184850935,0.036072144288577156,0.029192837919283794,0.003974821888486018,,,,,
,,,,,,,,,,71,0.055713507279116996,0.3907815631262525,0.036723676672367665,0.0037301475598312717,,,,,
,,,,,,,,,,15,0.04366111728953559,0.01603206412825651,0.03890928989092899,0.0030971875736030157,,,,,
,,,,,,,,,,108,0.22098005724357742,0.156312625250501,0.007511676151167617,0.0030262813117961675,,,,,
,,,,,,,,,,50,0.06585487443486615,0.13226452905811623,0.0199292319929232,0.0023927528761557132,,,,,
,,,,,,,,,,70,0.17008442285014844,0.1282565130260521,0.005036235503623551,0.0015616723792273152,,,,,
,,,,,,,,,,106,0.11983289471793035,0.1843687374749499,8.061528806152881e-05,1.7612167969944506e-05,,,,,
,,,,,,,,,,21,0.5873942330969109,0.9679358717434869,0.0,0.0,,,,,
